How many accidents in Queens could have been caused by Distraction due to Thunder in 2020? ---- Answer: 686

+-------------+------------+--------------------+-----------+---------------------+-----------------+-----------+--------------------------+
| Accident    | Borough    | Location           | Zipcode   | Date                | Station ID      | Weather   | Station Type             |
| act:4319497 | act:Queens | act:40.737,-73.878 | act:11373 | 2020-06-11T00:00:00 | sta:USW00094789 | Thunder   | wea:USW00094789/20200611 |
| act:4317573 | act:Queens | act:40.742,-73.919 | act:11104 | 2020-06-03T00:00:00 | sta:USW00094789 | Thunder   | wea:USW00094789/20200603 |
| act:4320204 | act:Queens | act:40.710,-73.835 | act:11415 | 2020-06-03T00:00:00 | sta:USW00094789 | Thunder   | wea:USW00094789/20200603 |
| act:4319355 | act:Queens | act:40.719,-73.851 | act:11375 | 2020-06-11T00:00:00 | sta:USW00094789 | Thunder   | wea:USW00094789/20200611 |
| act:4324297 | act:Queens | act:40.753,-73.873 | act:11372 | 2020-06-30T00:00:00 | sta:USW00014732 | Thunder   | wea:USW00014732/20200630 |
| act:4324933 | act:Queens | act:40.759,-73.919 |           | 2020-06-29T00:00:00 | sta:USW00094789 | Thunder   | wea:USW00094789/20200629 |
| act:4317940 | act:Queens | act:40.738,-73.795 |           | 2020-06-04T00:00:00 | sta:USW00094789 | Thunder   | wea:USW00094789/20200604 |
| act:4323668 | act:Queens | act:40.759,-73.919 |           | 2020-06-27T00:00:00 | sta:USW00094789 | Thunder   | wea:USW00094789/20200627 |
| act:4319296 | act:Queens | act:40.692,-73.835 | act:11419 | 2020-06-03T00:00:00 | sta:USW00094789 | Thunder   | wea:USW00094789/20200603 |
| act:4320617 | act:Queens | act:40.761,-73.871 | act:11369 | 2020-06-03T00:00:00 | sta:USW00094789 | Thunder   | wea:USW00094789/20200603 |
| act:4318225 | act:Queens | act:40.776,-73.897 | act:11105 | 2020-06-05T00:00:00 | sta:USW00014732 | Thunder   | wea:USW00014732/20200605 |
| act:4317948 | act:Queens | act:40.775,-73.924 |           | 2020-06-04T00:00:00 | sta:USW00094789 | Thunder   | wea:USW00094789/20200604 |
| act:4318031 | act:Queens | act:40.730,-73.815 | act:11367 | 2020-06-05T00:00:00 | sta:USW00014732 | Thunder   | wea:USW00014732/20200605 |
| act:4318111 | act:Queens | act:40.752,-73.878 | act:11372 | 2020-06-03T00:00:00 | sta:USW00094789 | Thunder   | wea:USW00094789/20200603 |
| act:4317739 | act:Queens | act:40.749,-73.893 | act:11372 | 2020-06-04T00:00:00 | sta:USW00094789 | Thunder   | wea:USW00094789/20200604 |
| act:4324484 | act:Queens | act:40.757,-73.895 | act:11370 | 2020-06-28T00:00:00 | sta:USW00014732 | Thunder   | wea:USW00014732/20200628 |
| act:4319265 | act:Queens | act:40.683,-73.860 | act:11416 | 2020-06-04T00:00:00 | sta:USW00094789 | Thunder   | wea:USW00094789/20200604 |
| act:4318098 | act:Queens | act:40.761,-73.829 | act:11354 | 2020-06-05T00:00:00 | sta:USW00014732 | Thunder   | wea:USW00014732/20200605 |
| act:4324477 | act:Queens | act:40.754,-73.861 | act:11368 | 2020-06-28T00:00:00 | sta:USW00014732 | Thunder   | wea:USW00014732/20200628 |
| act:4324567 | act:Queens | act:40.692,-73.842 | act:11418 | 2020-06-29T00:00:00 | sta:USW00094789 | Thunder   | wea:USW00094789/20200629 |
| act:4318021 | act:Queens | act:40.701,-73.773 | act:11412 | 2020-06-05T00:00:00 | sta:USW00014732 | Thunder   | wea:USW00014732/20200605 |
| act:4324682 | act:Queens | act:40.715,-73.757 | act:11423 | 2020-06-29T00:00:00 | sta:USW00094789 | Thunder   | wea:USW00094789/20200629 |
