GHCND,STATION_NAME,CC,ST,COUNTY,LAT_DEC,LON_DEC
US1NYTM0006,CAROLINE CENTER 0,US,NY,TOMPKINS,42.35204,-76.31838
US1NYOG0038,FAYETTEVILLE 1.6,US,NY,ONONDAGA,43.033776,-76.029973
US1NYER0079,DEPEW 0.1 S,US,NY,ERIE,42.9108,-78.7049
US1NYSF0018,SHOREHAM 1.8 SSE,US,NY,SUFFOLK,40.9299,-72.8988
US1NYOD0003,STOKES CORNER 1.4,US,NY,ONEIDA,43.31665,-75.44584
US1NYER0008,AKRON 4.4 SSE,US,NY,ERIE,42.956594,-78.478302
US1NYER0004,WILLIAMSVILLE 4.1,US,NY,ERIE,43.021609,-78.743216
US1NYWR0003,GLENS FALLS 4.0 W,US,NY,WARREN,43.310459,-73.725907
US1NYCY0005,DUCK LAKE,US,NY,CAYUGA,43.142047,-76.688879
US1NYYT0001,DUNDEE 2.9 NE,US,NY,YATES,42.55,-76.933333
US1NYNG0006,SANBORN 0.2 NE,US,NY,NIAGARA,43.138257,-78.886253
US1NYWN0004,WOLCOTT 4.8 N,US,NY,WAYNE,43.291168,-76.80621
US1NYSY0005,ODESSA 3.4 ENE,US,NY,SCHUYLER,42.332641,-76.758061
US1NYMR0015,BROCKPORT 0.6 WNW,US,NY,MONROE,43.21615,-77.95253
US1NYOS0006,OSWEGO 0.9 WNW,US,NY,OSWEGO,43.465,-76.5194
US1NYCY0009,MORAVIA 0.6 S,US,NY,CAYUGA,42.7031,-76.4202
US1NYUL0002,WOODSTOCK 1.4 SSE,US,NY,ULSTER,42.020412,-74.09769
US1NYDL0016,HANCOCK 1.0 W,US,NY,DELAWARE,41.951121,-75.302371
US1NYNG0008,LOCKPORT 1.1 ENE,US,NY,NIAGARA,43.177291,-78.677445
US1NYER0025,TONAWANDA 2.6 ESE,US,NY,ERIE,42.975033,-78.826033
US1NYCQ0005,KENNEDY 0.3 NE,US,NY,CHAUTAUQUA,42.15935,-79.09668
US1NYDL0001,DELHI 4.2 WSW,US,NY,DELAWARE,42.2519,-74.987433
US1NYCN0003,GREENE 0.3 NE,US,NY,CHENANGO,42.333333,-75.766667
US1NYMR0021,PITTSFORD 4.0 SSE,US,NY,MONROE,43.03498,-77.49449
US1NYSN0002,OVID 5.2 N,US,NY,SENECA,42.75,-76.816667
US1NYMR0004,EAST ROCHESTER 0.,US,NY,MONROE,43.1089,-77.4823
US1NYSV0008,WURTSBORO 0.2 SSW,US,NY,SULLIVAN,41.573911,-74.487106
US1NYWC0007,YORKTOWN HEIGHTS,US,NY,WESTCHESTER,41.264924,-73.789896
US1NYSR0006,GANSEVOORT 1.3 WN,US,NY,SARATOGA,43.2003,-73.6755
US1NYST0010,SAVONA 4.7 S,US,NY,STEUBEN,42.216667,-77.216667
US1NYER0006,KENMORE 2.7 E,US,NY,ERIE,42.962517,-78.817613
US1NYDL0005,DELHI 1.5 NNE,US,NY,DELAWARE,42.30026,-74.90265
US1NYSF0017,ISLIP 0.2 NW,US,NY,SUFFOLK,40.735077,-73.221241
US1NYHR0010,DOLGEVILLE 0.7 SW,US,NY,HERKIMER,43.092521,-74.780875
US1NYBM0006,BINGHAMTON 3.2 SW,US,NY,BROOME,42.066667,-75.95
US1NYSR0016,BALLSTON SPA 2.9,US,NY,SARATOGA,42.99,-73.8
US1NYCN0008,SHERBURNE 3.6 NNE,US,NY,CHENANGO,42.726,-75.462
US1NYST0033,BATH 4.2 E,US,NY,STEUBEN,42.339689,-77.236666
US1NYWY0002,WYOMING 2.9 SE,US,NY,WYOMING,42.801667,-78.038056
US1NYCB0001,HUDSON 8.2 S,US,NY,COLUMBIA,42.133493,-73.767857
US1NYMR0005,EAST ROCHESTER 2.,US,NY,MONROE,43.1305,-77.5202
US1NYOG0028,BREWERTON 1.5 ESE,US,NY,ONONDAGA,43.228345,-76.113248
US1NYNS0001,BETHPAGE 0.9 NNW,US,NY,NASSAU,40.762313,-73.492033
US1NYST0030,CORNING 0.7 NNW,US,NY,STEUBEN,42.157314,-77.060046
US1NYTG0009,CANDOR 3.3 NE,US,NY,TIOGA,42.266667,-76.3
US1NYSY0011,DUNDEE 6.2 E,US,NY,SCHUYLER,42.5221,-76.8558
US1NYHR0001,BISBY GATEHOUSE A,US,NY,HERKIMER,43.694486,-74.986406
US1NYSL0008,OGDENSBURG 0.8 SS,US,NY,ST. LAWRENCE,44.68709,-75.48939
US1NYST0019,COHOCTON 4.5 N,US,NY,STEUBEN,42.564859,-77.483935
US1NYDL0017,EAST BRANCH 0.2 S,US,NY,DELAWARE,41.989303,-75.131768
US1NYTM0022,EAST ITHACA 2.6 E,US,NY,TOMPKINS,42.435567,-76.416561
US1NYOT0009,RICHFIELD SPRINGS,US,NY,OTSEGO,42.85251,-74.97748
US1NYSR0002,SARATOGA SPRINGS,US,NY,SARATOGA,43.054,-73.8127
US1NYER0081,TONAWANDA 2.6 ESE,US,NY,ERIE,42.97049,-78.828395
US1NYTM0012,SOUTH HILL 0.4 ES,US,NY,TOMPKINS,42.408704,-76.483539
US1NYER0075,ELMA CENTER 0.7 S,US,NY,ERIE,42.819354,-78.621385
US1NYSN0006,INTERLAKEN 2.4 S,US,NY,SENECA,42.584421,-76.723225
US1NYAB0016,LATHAM 1.1 NNE,US,NY,ALBANY,42.75903,-73.73702
US1NYUL0009,MARLBORO 1.9 NNW,US,NY,ULSTER,41.626712,-73.994115
US1NYPT0004,COLD SPRING 8.1 N,US,NY,PUTNAM,41.496961,-73.836911
US1NYST0023,AVOCA 5.0 SSW,US,NY,STEUBEN,42.3471,-77.474
US1NYPT0001,CARMEL HAMLET 5.8,US,NY,PUTNAM,41.496871,-73.701681
US1NYOT0003,COOPERSTOWN 2.8 S,US,NY,OTSEGO,42.664433,-74.9587
US1NYBM0014,WHITNEY POINT 1.7,US,NY,BROOME,42.30837,-75.95695
US1NYDL0011,WEST END 1.2 SSW,US,NY,DELAWARE,42.45278,-75.10333
US1NYJF0003,CARTHAGE 2.5 NE,US,NY,JEFFERSON,44.00916,-75.56525
US1NYNS0006,LEVITTOWN 0.2 E,US,NY,NASSAU,40.72446,-73.50859
US1NYTM0003,ITHACA 1.1 SE,US,NY,TOMPKINS,42.431732,-76.4886
US1NYER0083,WILLIAMSVILLE 1 N,US,NY,ERIE,42.969836,-78.766301
US1NYSV0004,MONTICELLO 0.5 EN,US,NY,SULLIVAN,41.654947,-74.679287
US1NYMR0008,HAMLIN 5.5 NW,US,NY,MONROE,43.365233,-77.988276
US1NYMD0001,CAZENOVIA 2.6 WSW,US,NY,MADISON,42.916667,-75.9
US1NYNS0009,MILL NECK 1.1 SW,US,NY,NASSAU,40.8704,-73.5717
US1NYMR0012,NORTH CHILI 0.6 N,US,NY,MONROE,43.122302,-77.816367
US1NYST0014,SOUTH CORNING 1.8,US,NY,STEUBEN,42.1,-77.05
US1NYOG0012,CLAY 4.6 NW,US,NY,ONONDAGA,43.2,-76.26
US1NYSY0009,BURDETT 0.8 ESE,US,NY,SCHUYLER,42.414739,-76.832575
US1NYBM0010,WHITNEY POINT 3.7,US,NY,BROOME,42.35,-75.9
US1NYHR0009,OLD FORGE 0.8 SE,US,NY,HERKIMER,43.705226,-74.958983
US1NYSF0003,MIDDLE ISLAND 0.8,US,NY,SUFFOLK,40.880602,-72.929204
US1NYDL0006,DELHI 5.0 ESE,US,NY,DELAWARE,42.26085,-74.8195
US1NYMR0016,ROCHESTER 6.6 E,US,NY,MONROE,43.153514,-77.489055
US1NYRN0001,AVERILL PARK 0.9,US,NY,RENSSELAER,42.6391,-73.5698
US1NYCQ0007,FREWSBURG 4.3 SSE,US,NY,CHAUTAUQUA,42.0015,-79.13
US1NYER0007,WILLIAMSVILLE 2.7,US,NY,ERIE,42.9693,-78.68785
US1NYSR0011,EDINBURG 4.7 NNE,US,NY,SARATOGA,43.294403,-74.088053
US1NYCM0013,ELMIRA 0.7 WNW,US,NY,CHEMUNG,42.097495,-76.823097
US1NYOD0016,BARNEVELD 1.8 SE,US,NY,ONEIDA,43.25518,-75.164116
US1NYER0059,KENMORE 0.3 ESE,US,NY,ERIE,42.963156,-78.866894
US1NYGN0001,OAKFIELD 6.5 WNW,US,NY,GENESEE,43.1097,-78.3837
US1NYOG0015,LIVERPOOL 2.1 N,US,NY,ONONDAGA,43.136889,-76.208302
US1NYER0053,WEST SENECA 1.9 W,US,NY,ERIE,42.836038,-78.789668
US1NYCT0011,ALLEGANY 4.7 N,US,NY,CATTARAUGUS,42.158704,-78.490541
US1NYMG0002,FONDA 5.2 W,US,NY,MONTGOMERY,42.964282,-74.47564
US1NYSR0008,MECHANICVILLE 5.7,US,NY,SARATOGA,42.9455,-73.7869
US1NYER0010,COLDEN 1.3 NNE,US,NY,ERIE,42.662742,-78.683066
US1NYDL0008,MARGARETVILLE 1.7,US,NY,DELAWARE,42.149568,-74.618855
US1NYMR0024,WEBSTER 4.4 WNW,US,NY,MONROE,43.247929,-77.49656
US1NYSL0006,HANNAWA FALLS 0.1,US,NY,ST. LAWRENCE,44.611539,-74.971905
US1NYER0035,WEST SENECA 2.6 E,US,NY,ERIE,42.852622,-78.703358
US1NYOG0043,TULLY 0.7 E,US,NY,ONONDAGA,42.79931,-76.09378
US1NYUL0004,RUBY 0.5 NE,US,NY,ULSTER,42.018133,-74.015146
US1NYST0016,CORNING 0.4 SE,US,NY,STEUBEN,42.14317,-77.05214
US1NYJF0011,CARTHAGE 2.0 SW,US,NY,JEFFERSON,43.961559,-75.627088
US1NYTG0008,APALACHIN 2.8 ESE,US,NY,TIOGA,42.052877,-76.119857
US1NYER0009,WEST SENECA 2.4 S,US,NY,ERIE,42.816679,-78.713602
US1NYOG0010,CAMILLUS 1.0 W,US,NY,ONONDAGA,43.039618,-76.328271
US1NYOD0011,VERNON 0.4 NNW,US,NY,ONEIDA,43.08588,-75.54227
US1NYTM0014,SLATERVILLE SPRIN,US,NY,TOMPKINS,42.373573,-76.33779
US1NYCL0008,MORRISONVILLE 1.5,US,NY,CLINTON,44.709085,-73.587582
US1NYOG0006,VILLAGE GREEN 2.6,US,NY,ONONDAGA,43.116667,-76.266667
US1NYOT0002,COOPERSTOWN 0.3 S,US,NY,OTSEGO,42.695157,-74.929993
US1NYTG0015,BERKSHIRE 1.9 ENE,US,NY,TIOGA,42.3191,-76.2194
US1NYRL0001,CHESTNUT RIDGE 0.,US,NY,ROCKLAND,41.077416,-74.054742
US1NYMR0018,ROCHESTER 5.7 ESE,US,NY,MONROE,43.1309,-77.5107
US1NYWC0006,SOUTH SALEM 2.1 N,US,NY,WESTCHESTER,41.3003,-73.57
US1NYER0078,HAMBURG 0.6 S,US,NY,ERIE,42.71491,-78.83386
US1NYCM0002,ELMIRA 0.9 SE,US,NY,CHEMUNG,42.083333,-76.8
US1NYDT0002,POUGHKEEPSIE 4.7,US,NY,DUTCHESS,41.66345,-73.84191
US1NYST0006,CAMPBELL 2.5 ENE,US,NY,STEUBEN,42.237413,-77.154302
US1NYHR0006,LITTLE FALLS 7.5,US,NY,HERKIMER,43.105136,-74.973189
US1NYCM0014,HORSEHEADS 0.7 W,US,NY,CHEMUNG,42.170709,-76.843499
US1NYOL0003,KENT 1.0 S,US,NY,ORLEANS,43.312995,-78.136149
US1NYTM0016,EAST ITHACA 3.6 S,US,NY,TOMPKINS,42.39485,-76.410516
US1NYOS0015,MINETTO 0.1 SE,US,NY,OSWEGO,43.397711,-76.479583
US1NYRL0003,NANUET 0.3 E,US,NY,ROCKLAND,41.095511,-74.009897
US1NYMD0005,CANASTOTA 0.9 S,US,NY,MADISON,43.071672,-75.755985
US1NYBM0019,TRIANGLE 0.9 ENE,US,NY,BROOME,42.34422,-75.863535
US1NYST0013,CANISTEO 7.0 ENE,US,NY,STEUBEN,42.316667,-77.483333
US1NYSY0006,WATKINS GLEN 4.6,US,NY,SCHUYLER,42.4177,-76.9425
US1NYBM0001,CHENANGO FORKS 3.,US,NY,BROOME,42.193,-75.848
US1NYOG0045,LIVERPOOL 4.4 NNW,US,NY,ONONDAGA,43.168189,-76.228316
US1NYCY0021,PORT BYRON 0.2 WN,US,NY,CAYUGA,43.038114,-76.630323
US1NYAB0023,ALBANY 0.7 SW,US,NY,ALBANY,42.660193,-73.810343
US1NYCT0010,RANDOLPH 2.4 E,US,NY,CATTARAUGUS,42.16585,-78.9324
US1NYDL0022,SOUTH KORTRIGHT 0,US,NY,DELAWARE,42.344167,-74.731667
US1NYSF0019,EAST MORICHES 0.6,US,NY,SUFFOLK,40.812287,-72.771788
US1NYTM0024,TRUMANSBURG 0.4 W,US,NY,TOMPKINS,42.541714,-76.667535
US1NYER0065,BOSTON 1.5 NE,US,NY,ERIE,42.6547,-78.7201
US1NYRN0002,AVERILL PARK 1.0,US,NY,RENSSELAER,42.6397,-73.5715
US1NYJF0019,CARTHAGE 1.2 SW,US,NY,JEFFERSON,43.972315,-75.620424
US1NYWN0010,WALWORTH 1.7 SW,US,NY,WAYNE,43.125,-77.299
US1NYTM0018,EAST ITHACA 4.7 E,US,NY,TOMPKINS,42.4191,-76.3733
US1NYOS0013,REDFIELD 7.9 NNW,US,NY,OSWEGO,43.6392,-75.8825
US1NYOT0013,NEW BERLIN 1.0 NE,US,NY,OTSEGO,42.633237,-75.319549
US1NYOG0030,SYRACUSE 2.4 ESE,US,NY,ONONDAGA,43.0225,-76.1025
US1NYOD0026,AVA 8.0 S,US,NY,ONEIDA,43.301769,-75.439252
US1NYSY0001,SMITH VALLEY 1.9,US,NY,SCHUYLER,42.39072,-76.71761
US1NYAB0021,NWS ALBANY,US,NY,ALBANY,42.6918,-73.83109
US1NYOS0021,PULASKI 0.5 NE,US,NY,OSWEGO,43.569972,-76.119542
US1NYPT0002,BEACON 4.2 ESE,US,NY,PUTNAM,41.4807,-73.8911
US1NYST0028,HORNELL 0.5 E,US,NY,STEUBEN,42.325654,-77.650913
US1NYER0024,BUFFALO 1.3 NW,US,NY,ERIE,42.901661,-78.879054
US1NYOT0001,UNADILLA 7.2 N,US,NY,OTSEGO,42.43094,-75.30471
US1NYST0009,HAMMONDSPORT 0.2,US,NY,STEUBEN,42.40742,-77.2267
US1NYFK0002,ONCHIOTA 0.3 ENE,US,NY,FRANKLIN,44.495219,-74.118404
US1NYCQ0012,JAMESTOWN 1.8 E,US,NY,CHAUTAUQUA,42.09573,-79.20133
US1NYBM0024,BINGHAMTON 1.3 EN,US,NY,BROOME,42.109808,-75.885822
US1NYMD0018,CANASTOTA 0.4 ESE,US,NY,MADISON,43.082272,-75.747619
US1NYER0086,TONAWANDA 1.5 NNE,US,NY,ERIE,43.005066,-78.866016
US1NYNG0018,NORTH TONAWANDA 1,US,NY,NIAGARA,43.058436,-78.83951
US1NYGN0006,STAFFORD 1.8 NE,US,NY,GENESEE,42.9989,-78.0483
US1NYTG0020,CANDOR 1.8 N,US,NY,TIOGA,42.253077,-76.337799
US1NYSL0012,GOUVERNEUR 6.6 N,US,NY,ST. LAWRENCE,44.431473,-75.469554
US1NYMR0036,ROCHESTER 3.4 NNW,US,NY,MONROE,43.21425,-77.64321
US1NYOR0004,WARWICK 3.2 WNW,US,NY,ORANGE,41.268357,-74.415952
US1NYRC0002,STATEN ISLAND 1.4,US,NY,RICHMOND,40.567385,-74.132695
USC00303508,GRIFFISS INTERNAT,US,NY,ONEIDA,43.2241,-75.3997
USC00307430,SANDY CREEK,US,NY,OSWEGO,43.6404,-76.0972
US1NYTG0018,SMITHBORO 0.1 NE,US,NY,TIOGA,42.034018,-76.400165
US1NYOT0018,CHERRY VALLEY 5.6,US,NY,OTSEGO,42.7172,-74.7583
US1NYDT0007,HYDE PARK 1.5 W,US,NY,DUTCHESS,41.788689,-73.935615
US1NYCT0002,RANDOLPH 1.1 ENE,US,NY,CATTARAUGUS,42.170556,-78.961201
US1NYTM0031,SLATERVILLE SPRIN,US,NY,TOMPKINS,42.393026,-76.340857
US1NYSV0009,GLEN WILD 0.3 SSW,US,NY,SULLIVAN,41.65005,-74.58842
US1NYSF0024,RONKONKOMA 1.4 WS,US,NY,SUFFOLK,40.798232,-73.150036
US1NYQN0002,MIDDLE VILLAGE 0.,US,NY,QUEENS,40.714521,-73.881893
US1NYDT0008,MILLBROOK 3.2 SE,US,NY,DUTCHESS,41.7523,-73.6488
US1NYAB0022,COLONIE 1.6 SE,US,NY,ALBANY,42.703831,-73.811846
US1NYDT0009,RHINEBECK 0.5 SE,US,NY,DUTCHESS,41.923129,-73.902141
US1NYRN0004,HOOSICK FALLS 0.3,US,NY,RENSSELAER,42.8962,-73.353843
US1NYSR0003,MILTON 5.2 NNW,US,NY,SARATOGA,43.096968,-73.906857
US1NYCT0015,WEST VALLEY 0.1 S,US,NY,CATTARAUGUS,42.401217,-78.609164
USC00308131,SPRINGVILLE 4NW,US,NY,ERIE,42.5572,-78.739
US1NYOT0015,ONEONTA 7.0 NE,US,NY,OTSEGO,42.5721,-74.9797
US1NYRL0005,WEST NYACK 1.3 WS,US,NY,ROCKLAND,41.083545,-73.993026
US1NYDL0023,LONG EDDY 6.5 NNE,US,NY,DELAWARE,41.9351,-75.0784
US1NYOS0024,OSWEGO 2.5 S,US,NY,OSWEGO,43.422777,-76.508611
US1NYDT0010,POUGHKEEPSIE 3.9,US,NY,DUTCHESS,41.647,-73.897
USR0000NSTO,STONYKILL NEW YOR,US,NY,0,41.5,-73.9
USR0000NSCH,SCHROON LAKE NEW,US,NY,0,43.8,-73.7
USR0000NSHR,SHERBURNE NEW YOR,US,NY,0,42.7,-75.5
USR0000NGAN,GANG MILLS NEW YO,US,NY,0,42.1,-77.1
USR0000NSAR,SARA NEW YORK,US,NY,0,43.0078,-73.6511
USC00308721,UPTON COOP,US,NY,SUFFOLK,40.86556,-72.86417
US1NYCY0024,LOCKE 2.4 SSE,US,NY,CAYUGA,42.629507,-76.411993
US1NYER0094,ORCHARD PARK 0.5,US,NY,ERIE,42.769951,-78.744314
US1NYGR0007,GREENVILLE 0.7 E,US,NY,GREENE,42.414,-74.009
US1NYER0093,BUFFALO 1.5 W,US,NY,ERIE,42.889013,-78.890068
US1NYCT0021,LITTLE VALLEY 1.1,US,NY,CATTARAUGUS,42.264715,-78.801029
US1NYDL0024,WALTON 6.5 W,US,NY,DELAWARE,42.165338,-75.258472
US1NYHR0012,DOLGEVILLE 1.9 NW,US,NY,HERKIMER,43.123203,-74.797358
US1NYOD0017,NEW HARTFORD 0.7,US,NY,ONEIDA,43.0614,-75.29135
US1NYER0095,BUFFALO 4.3 N,US,NY,ERIE,42.950848,-78.871906
US1NYYT0005,PENN YAN 5.1 NNW,US,NY,YATES,42.732585,-77.076553
US1NYAB0029,DELMAR 0.8 ESE,US,NY,ALBANY,42.619314,-73.820274
US1NYRN0005,TROY 3.3 NE,US,NY,RENSSELAER,42.773029,-73.637435
US1NYWC0011,PEEKSKILL 0.4 N,US,NY,WESTCHESTER,41.294418,-73.922927
US1NYOS0025,FULTON 0.5 NNW,US,NY,OSWEGO,43.324149,-76.417776
US1NYCQ0006,FORESTVILLE 2.1 S,US,NY,CHAUTAUQUA,42.447361,-79.204453
US1NYDL0025,HOBART 4.8 ESE,US,NY,DELAWARE,42.3523,-74.5783
US1NYER0096,ELMA 2.7 WSW,US,NY,ERIE,42.810039,-78.681266
USC00305606,MOUNT SINAI,US,NY,SUFFOLK,40.933,-73.0191
US1NYTM0032,ITHACA 1.8 WSW,US,NY,TOMPKINS,42.437973,-76.537063
US1NYOG0048,SOLVAY 0.1 ENE,US,NY,ONONDAGA,43.058628,-76.209831
US1NYCQ0019,RIPLEY 4.3 SSW,US,NY,CHAUTAUQUA,42.212734,-79.755462
US1NYOD0042,WHITESBORO 2.3 SW,US,NY,ONEIDA,43.100169,-75.329352
US1NYES0004,KEENE 1.3 SW,US,NY,ESSEX,44.243474,-73.809978
US1NYCT0022,FRANKLINVILLE 0.5,US,NY,CATTARAUGUS,42.341661,-78.452813
US1NYOD0043,HOLLAND PATENT 1.,US,NY,ONEIDA,43.247065,-75.277542
US1NYOD0040,CAMDEN 8.1 N,US,NY,ONEIDA,43.452715,-75.734204
US1NYES0006,OLMSTEDVILLE 4.6,US,NY,ESSEX,43.8335,-73.89775
US1NYDT0012,LAGRANGEVILLE 3.4,US,NY,DUTCHESS,41.6846,-73.7205
US1NYMD0020,MUNNSVILLE 3.3 N,US,NY,MADISON,43.0214,-75.57551
US1NYOS0026,MEXICO 3.6 SSW,US,NY,OSWEGO,43.4194,-76.2738
US1NYYT0006,DUNDEE 3.3 ESE,US,NY,YATES,42.511049,-76.915516
US1NYTM0034,TRUMANSBURG 0.3 N,US,NY,TOMPKINS,42.544616,-76.656875
US1NYCB0006,NORTH CHATHAM 0.6,US,NY,COLUMBIA,42.4727,-73.6439
US1NYCB0008,LIVINGSTON 0.7 SS,US,NY,COLUMBIA,42.133075,-73.785373
US1NYER0098,AMHERST 5.4 NNE,US,NY,ERIE,43.052068,-78.764317
US1NYWY0007,VARYSBURG 3.1 E,US,NY,WYOMING,42.756463,-78.248856
US1NYES0005,SCHROON LAKE 3.5,US,NY,ESSEX,43.808639,-73.818869
US1NYWC0003,WHITE PLAINS 3.1,US,NY,WESTCHESTER,41.0639,-73.7722
US1NYER0100,LAKE VIEW 1.2 W,US,NY,ERIE,42.7138,-78.9589
US1NYOD0045,ROME 2.2 ENE,US,NY,ONEIDA,43.240591,-75.450253
US1NYER0102,CHEEKTOWAGA 2.7 N,US,NY,ERIE,42.941192,-78.719333
US1NYSR0022,GREENFIELD CENTER,US,NY,SARATOGA,43.126838,-73.878585
US1NYSH0003,SUMMIT 1.3 NNW,US,NY,SCHOHARIE,42.597335,-74.593138
US1NYCR0010,CORTLAND 0.8 ENE,US,NY,CORTLAND,42.60382,-76.1637
US1NYAB0032,GLENMONT 2.5 SW,US,NY,ALBANY,42.575395,-73.799503
US1NYON0007,CANANDAIGUA 2.6 S,US,NY,ONTARIO,42.853298,-77.298057
US1NYWN0018,MACEDON 2.6 ESE,US,NY,WAYNE,43.052,-77.257
US1NYAL0007,WELLSVILLE 0.3 W,US,NY,ALLEGANY,42.121501,-77.953361
US1NYSC0016,NISKAYUNA 2.0 N,US,NY,SCHENECTADY,42.846449,-73.899173
US1NYUL0012,GARDINER 0.9 WNW,US,NY,ULSTER,41.6868,-74.164316
US1NYRN0007,CASTLETON-ON-HUDS,US,NY,RENSSELAER,42.528416,-73.74762
US1NYOG0050,LIVERPOOL 2.6 NNW,US,NY,ONONDAGA,43.14167,-76.22721
US1NYSC0017,PATTERSONVILLE 4.,US,NY,SCHENECTADY,42.831642,-74.115236
US1NYCM0017,PINE CITY 3.1 SE,US,NY,CHEMUNG,42.002183,-76.830849
US1NYOG0051,NORTH SYRACUSE 0.,US,NY,ONONDAGA,43.135585,-76.137908
US1NYOG0052,SYRACUSE 2.7 S,US,NY,ONONDAGA,43.001525,-76.139518
USC00308132,SPRINGVILLE 5NE,US,NY,ERIE,42.5497,-78.5768
US1NYOT0022,MILFORD 4.8 NW,US,NY,OTSEGO,42.628508,-75.024874
US1NYMD0022,ONEIDA 0.4 NW,US,NY,MADISON,43.08012,-75.66858
US1NYER0103,BUFFALO 4.2 SSE,US,NY,ERIE,42.834731,-78.822732
US1NYSF0030,ROCKY POINT 2.0 N,US,NY,SUFFOLK,40.956185,-72.91968
US1NYLW0010,CROGHAN 6.2 N,US,NY,LEWIS,43.983109,-75.367493
US1NYOD0047,AVA 4.8 SSE,US,NY,ONEIDA,43.351504,-75.453426
US1NYMR0042,SPENCERPORT 0.8 N,US,NY,MONROE,43.194641,-77.796593
US1NYCQ0021,FREWSBURG 3.4 SSE,US,NY,CHAUTAUQUA,42.01601,-79.124928
US1NYBM0032,BINGHAMTON 2.9 NN,US,NY,BROOME,42.14146,-75.889
US1NYSF0031,SOUTHOLD 0.7 S,US,NY,SUFFOLK,41.049709,-72.430222
US1NYTM0036,ITHACA 2.0 ESE,US,NY,TOMPKINS,42.429321,-76.468711
US1NYER0104,WILLIAMSVILLE 2.2,US,NY,ERIE,42.99422,-78.752629
US1NYSR0023,WILTON 3.4 S,US,NY,SARATOGA,43.131628,-73.737167
US1NYLW0009,GLENFIELD 0.9 SSW,US,NY,LEWIS,43.699619,-75.410377
US1NYCN0013,GUILFORD 0.9 NW,US,NY,CHENANGO,42.411996,-75.503693
US1NYKN0025,BROOKLYN 3.1 NW,US,NY,KINGS,40.6846,-73.9867
USC00301011,BUFFALO 4NE,US,NY,ERIE,42.9461,-78.8368
US1NYCM0019,HORSEHEADS 1.6 W,US,NY,CHEMUNG,42.173443,-76.860366
US1NYJF0026,MANNSVILLE 0.3 SE,US,NY,JEFFERSON,43.712245,-76.062126
US1NYSV0014,LIVINGSTON MANOR,US,NY,SULLIVAN,41.88812,-74.78796
USC00309593,WYOMING 3W,US,NY,WYOMING,42.8206,-78.1481
US1NYCQ0022,FREDONIA 0.8 WNW,US,NY,CHAUTAUQUA,42.444141,-79.346077
US1NYBM0026,ENDWELL 0.6 ESE,US,NY,BROOME,42.112689,-76.012959
US1NYSL0013,HAMMOND 3.8 SW,US,NY,ST. LAWRENCE,44.414207,-75.756547
US1NYHM0006,LONG LAKE 0.1 SSE,US,NY,HAMILTON,43.97155,-74.41997
US1NYBM0034,VESTAL 3.2 E,US,NY,BROOME,42.08258,-75.99122
US1NYOT0024,EAST WORCESTER 0.,US,NY,OTSEGO,42.622249,-74.673316
US1NYCY0026,AURORA 2.4 N,US,NY,CAYUGA,42.786382,-76.703445
US1NYTM0028,ITHACA 2.2 NW,US,NY,TOMPKINS,42.465323,-76.535193
US1NYER0107,AMHERST 3.3 ENE,US,NY,ERIE,42.985487,-78.726854
US1NYSR0027,WATERFORD 0.2 S,US,NY,SARATOGA,42.788247,-73.679831
US1NYCN0014,OXFORD 0.8 NNW,US,NY,CHENANGO,42.451643,-75.601702
US1NYCM0021,ELMIRA 1.2 WNW,US,NY,CHEMUNG,42.102134,-76.830368
US1NYGN0009,BATAVIA 4.5 S,US,NY,GENESEE,42.93383,-78.193496
US1NYBM0037,BINGHAMTON 2.7 N,US,NY,BROOME,42.140532,-75.91161
US1NYNG0022,NIAGARA FALLS 5.7,US,NY,NIAGARA,43.082971,-78.904567
US1NYCM0020,HORSEHEADS 2.7 SS,US,NY,CHEMUNG,42.132515,-76.815854
US1NYDT0001,HILLSIDE LAKE 0.3,US,NY,DUTCHESS,41.616,-73.8033
US1NYUL0016,ROSENDALE VILLAGE,US,NY,ULSTER,41.860833,-74.1075
US1NYOR0002,CORNWALL ON HUDSO,US,NY,ORANGE,41.446874,-74.021437
US1NYWC0015,ARMONK 0.4 E,US,NY,WESTCHESTER,41.133049,-73.706032
US1NYSF0034,BAY SHORE 0.5 ESE,US,NY,SUFFOLK,40.723405,-73.240982
US1NYER0109,BUFFALO 6.7 N,US,NY,ERIE,42.986363,-78.870561
US1NYOR0015,PORT JERVIS 0.4 S,US,NY,ORANGE,41.374007,-74.684483
US1NYSR0029,CLIFTON PARK 2.7,US,NY,SARATOGA,42.821268,-73.785458
US1NYER0113,WEST SENECA 0.4 E,US,NY,ERIE,42.837002,-78.743309
US1NYFK0007,SARANAC LAKE 6.2,US,NY,FRANKLIN,44.413592,-74.152111
USC00309499,WILMINGTON 2W,US,NY,ESSEX,44.3931,-73.8589
USC00302197,DUNKIRK,US,NY,CHAUTAUQUA,42.4718,-79.33371
USC00303250,GLENFIELD 1W,US,NY,LEWIS,43.7116,-75.4258
USC00309089,WEST BLOOMFIELD 1,US,NY,ONTARIO,42.8844,-77.5336
USC00305236,MEDINA,US,NY,ORLEANS,43.2218,-78.3757
US1NYOD0052,ROME 3.7 SW,US,NY,ONEIDA,43.195241,-75.5509
US1NYMR0047,ROCHESTER 5.0 W,US,NY,MONROE,43.176891,-77.713684
